Content Description	ScOT ID	ScOT Label
AC9LJ8C05	3274	Grammar
AC9LJ8C05	4161	Creating texts
AC9LJ8C05	7248	Kanji
AC9LJ8C05	7250	Japanese language
AC9LJ8C05	7251	Katakana
AC9LJ8EC01	1404	Attitudes
AC9LJ8EC01	362	Personal identity
AC9LJ8EC01	4103	Nonverbal communication
AC9LJ8EC01	7250	Japanese language
AC9LJ8EC01	987	Social relations
AC9LJ8EC02	11516	Classroom activities
AC9LJ8EC02	6701	Greetings
AC9LJ8EC02	7136	Instructions
AC9LJ8EC02	7250	Japanese language
AC9LJ8EC02	987	Social relations
AC9LJ8EC03	11516	Classroom activities
AC9LJ8EC03	3017	Planning
AC9LJ8EC03	3975	Cooperation
AC9LJ8EC03	554	Role-playing
AC9LJ8EC03	7250	Japanese language
AC9LJ8EC04	1656	Data representation
AC9LJ8EC04	16928	Evaluating texts
AC9LJ8EC04	4370	Cultural contexts
AC9LJ8EC04	5991	Texts
AC9LJ8EC04	7250	Japanese language
AC9LJ8EC05	14151	Translation (Language)
AC9LJ8EC05	4370	Cultural contexts
AC9LJ8EC05	4586	Critical thinking
AC9LJ8EC05	4611	Cultural interaction
AC9LJ8EC05	7250	Japanese language
AC9LJ8EC06	15065	Language modes
AC9LJ8EC06	3274	Grammar
AC9LJ8EC06	4161	Creating texts
AC9LJ8EC06	7248	Kanji
AC9LJ8EC06	7250	Japanese language
AC9LJ8EC06	7251	Katakana
AC9LJ8EU01	15065	Language modes
AC9LJ8EU01	15085	Speech sounds
AC9LJ8EU01	7200	Intonation
AC9LJ8EU01	7250	Japanese language
AC9LJ8EU01	9350	Pronunciation
AC9LJ8EU02	3274	Grammar
AC9LJ8EU02	4158	Sentences (Grammar)
AC9LJ8EU02	7246	Japanese script
AC9LJ8EU02	7248	Kanji
AC9LJ8EU02	7250	Japanese language
AC9LJ8EU02	9310	Language conventions
AC9LJ8EU03	13037	Register (Language)
AC9LJ8EU03	13075	Loanwords
AC9LJ8EU03	16668	Word order
AC9LJ8EU03	3274	Grammar
AC9LJ8EU03	7250	Japanese language
AC9LJ8EU03	9366	Metalanguage
AC9LJ8EU04	16884	Japanese peoples
AC9LJ8EU04	278	Cultural identity
AC9LJ8EU04	362	Personal identity
AC9LJ8EU04	4611	Cultural interaction
AC9LJ8EU04	7250	Japanese language
AC9LJ8U01	15065	Language modes
AC9LJ8U01	15085	Speech sounds
AC9LJ8U01	7200	Intonation
AC9LJ8U01	7250	Japanese language
AC9LJ8U01	9350	Pronunciation
AC9LJ8U02	3274	Grammar
AC9LJ8U02	4158	Sentences (Grammar)
AC9LJ8U02	7246	Japanese script
AC9LJ8U02	7248	Kanji
AC9LJ8U02	7250	Japanese language
AC9LJ8U02	9310	Language conventions
AC9LJ8U03	13037	Register (Language)
AC9LJ8U03	13075	Loanwords
AC9LJ8U03	15097	Language usage
AC9LJ8U03	3274	Grammar
AC9LJ8U03	7250	Japanese language
AC9LJ8U03	9366	Metalanguage
AC9LJ8U04	16884	Japanese peoples
AC9LJ8U04	278	Cultural identity
AC9LJ8U04	362	Personal identity
AC9LJ8U04	4611	Cultural interaction
AC9LJ8U04	7250	Japanese language
AC9LJF01	1121	Play (Recreation)
AC9LJF01	362	Personal identity
AC9LJF01	6701	Greetings
AC9LJF01	7250	Japanese language
AC9LJF01	987	Social relations
AC9LJF02	10037	Educational games
AC9LJF02	15085	Speech sounds
AC9LJF02	7246	Japanese script
AC9LJF02	7250	Japanese language
AC9LJF02	9311	Kana
AC9LJF03	16884	Japanese peoples
AC9LJF03	1962	Cultural awareness
AC9LJF03	278	Cultural identity
AC9LJF03	4611	Cultural interaction
AC9LJF03	7250	Japanese language
AC9M10A01	12416	Distributivity
AC9M10A01	2432	Binocular vision
AC9M10A01	5934	Indices
AC9M10A01	7529	Algebraic terms
AC9M10A01	977	Equations
AC9M10A02	4586	Critical thinking
AC9M10A02	5824	Linear equations
AC9M10A02	5827	Simultaneous equations
AC9M10A02	6448	Function graphs
AC9M10A02	979	Inequations
AC9M10A03	5931	Exponential functions
AC9M10A04	1800	Finance
AC9M10A04	4228	Modelling (Mathematical)
AC9M10A04	4586	Critical thinking
AC9M10A04	5932	Functions and relations
AC9M10A05	15463	Generalisation
AC9M10A05	16518	Computational thinking
AC9M10A05	5932	Functions and relations
AC9M10A05	9619	Hypotheses
AC9M10M01	1101	Units of measurement
AC9M10M01	15169	Logarithmic scales
AC9M10M01	1603	Surface area
AC9M10M01	6559	Volume (Dimensions)
AC9M10M02	15169	Logarithmic scales
AC9M10M03	1180	Angles of elevation
AC9M10M03	3071	Trigonometric ratios
AC9M10M03	5191	Distance
AC9M10M03	8601	Pythagoras' theorem
AC9M10M04	1448	Accuracy and precision
AC9M10M04	5855	Rounding
AC9M10M05	15463	Generalisation
AC9M10M05	4228	Modelling (Mathematical)
AC9M10M05	4586	Critical thinking
AC9M10M05	749	Proportions
AC9M10M05	977	Equations
AC9M10N01	1448	Accuracy and precision
AC9M10N01	7160	Real numbers
AC9M10N01	7608	Reasoning
AC9M10P01	13445	Conditional probability
AC9M10P02	13445	Conditional probability
AC9M10P02	4228	Modelling (Mathematical)
AC9M10P02	9631	Observations (Data)
AC9M10SP01	15188	Theorems
AC9M10SP01	15515	Visual proofs
AC9M10SP01	1628	Geometry
AC9M10SP01	4917	Deductive reasoning
AC9M10SP02	15478	Graphs (Discrete structures)
AC9M10SP02	5041	Network diagrams
AC9M10SP03	15463	Generalisation
AC9M10SP03	1628	Geometry
AC9M10SP03	16518	Computational thinking
AC9M10SP03	16712	Justification (Reasoning)
AC9M10ST01	16934	Statistical reports
AC9M10ST01	4586	Critical thinking
AC9M10ST01	4825	Data analysis
AC9M10ST01	4831	Sampling (Statistics)
AC9M10ST02	11832	Distributions (Statistics)
AC9M10ST02	13454	Outliers
AC9M10ST02	3868	Graphs (Data representation)
AC9M10ST02	4825	Data analysis
AC9M10ST03	16870	Association (Statistics)
AC9M10ST03	2569	Bivariate analysis
AC9M10ST04	10685	Multivariate analysis
AC9M10ST04	15145	Two-way tables
AC9M10ST04	16870	Association (Statistics)
AC9M10ST05	16870	Association (Statistics)
AC9M10ST05	16912	Statistical analysis
AC9M10ST05	2569	Bivariate analysis
AC9M10ST05	4825	Data analysis
AC9M1A01	8317	Patterns
AC9M1A01	13470	Skip counting
AC9M1A01	13473	Subitising
AC9M1A02	15463	Generalisation
AC9M1A02	16921	Repeating patterns
AC9M1A02	8317	Patterns
AC9M1M01	6559	Volume (Dimensions)
AC9M1M01	13616	Informal units
AC9M1M01	1604	Length
AC9M1M01	1056	Measurement
AC9M1M01	9651	Dimensions
AC9M1M02	13616	Informal units
AC9M1M02	1604	Length
AC9M1M02	1335	Time
AC9M1M03	3398	Time units
AC9M1M03	11901	Elapsed time
AC9M1N01	15132	Numerical order
AC9M1N01	16677	Number words
AC9M1N01	5138	Number lines
AC9M1N02	12412	Associativity
AC9M1N02	27	Counting frames
AC9M1N02	4882	Place value
AC9M1N03	16646	Grouping (Counting)
AC9M1N03	13470	Skip counting
AC9M1N04	1626	Subtraction
AC9M1N04	642	Addition
AC9M1N04	4228	Modelling (Mathematical)
AC9M1N04	641	Number operations
AC9M1N05	13470	Skip counting
AC9M1N05	16645	Equal sharing
AC9M1N05	16646	Grouping (Counting)
AC9M1N05	13473	Subitising
AC9M1P01	15213	Likelihood
AC9M1SP01	2274	Shapes (Geometry)
AC9M1SP01	2275	Solids (Geometry)
AC9M1SP02	11829	Location (Geometry)
AC9M1SP02	5185	Displacement (Motion)
AC9M1ST01	4828	Data collection
AC9M1ST01	4837	Tallies
AC9M1ST02	11854	Categorical data
AC9M1ST02	1656	Data representation
AC9M1ST02	9612	Statistical frequency
AC9M2A01	16914	Additive patterns
AC9M2A01	16919	Growing patterns
AC9M2A01	7774	Number patterns
AC9M2M01	13616	Informal units
AC9M2M01	1604	Length
AC9M2M01	4961	Mass
AC9M2M01	6559	Volume (Dimensions)
AC9M2M02	6379	Halves
AC9M2M02	6383	Quarters
AC9M2M02	5569	Eighths
AC9M2M03	11901	Elapsed time
AC9M2M03	1335	Time
AC9M2M03	218	365 day calendar
AC9M2M03	219	Calendars
AC9M2M04	1125	Analogue clocks
AC9M2M04	3398	Time units
AC9M2M05	624	Angles
AC9M2N01	15132	Numerical order
AC9M2N01	5138	Number lines
AC9M2N01	4171	Positive integers
AC9M2N02	12412	Associativity
AC9M2N02	4882	Place value
AC9M2N02	16646	Grouping (Counting)
AC9M2N03	6379	Halves
AC9M2N03	6383	Quarters
AC9M2N03	1624	Simple fractions
AC9M2N03	5569	Eighths
AC9M2N04	15116	Mathematical expressions
AC9M2N04	1626	Subtraction
AC9M2N04	642	Addition
AC9M2N05	15215	Repeated addition
AC9M2N05	1625	Multiplication
AC9M2N05	1653	Arrays
AC9M2N05	16646	Grouping (Counting)
AC9M2N06	3287	Financial transactions
AC9M2N06	641	Number operations
AC9M2N06	15116	Mathematical expressions
AC9M2N06	4228	Modelling (Mathematical)
AC9M2P01	15213	Likelihood
AC9M2SP01	2274	Shapes (Geometry)
AC9M2SP02	11829	Location (Geometry)
AC9M2SP02	12445	Relative directions
AC9M2SP02	1877	Maps (Geographic location)
AC9M2ST01	11854	Categorical data
AC9M2ST01	1654	Tables (Data)
AC9M2ST01	4828	Data collection
AC9M2ST01	5595	Lists
AC9M2ST02	3868	Graphs (Data representation)
AC9M3A01	15116	Mathematical expressions
AC9M3A01	1626	Subtraction
AC9M3A01	16914	Additive patterns
AC9M3A01	642	Addition
AC9M3A02	10792	Mental arithmetic
AC9M3A02	12412	Associativity
AC9M3A02	12414	Commutativity
AC9M3A02	1626	Subtraction
AC9M3A02	642	Addition
AC9M3A03	10792	Mental arithmetic
AC9M3A03	12414	Commutativity
AC9M3A03	15463	Generalisation
AC9M3A03	1622	Division
AC9M3A03	1625	Multiplication
AC9M3A03	7991	Multiplication tables
AC9M3M01	16917	Estimation
AC9M3M01	7790	SI units
AC9M3M02	1604	Length
AC9M3M02	2686	Kilograms
AC9M3M02	6559	Volume (Dimensions)
AC9M3M02	715	Measuring instruments
AC9M3M03	1335	Time
AC9M3M03	3398	Time units
AC9M3M04	1126	Clocks
AC9M3M04	3398	Time units
AC9M3M05	1190	Right angles
AC9M3M05	624	Angles
AC9M3M06	2229	Money
AC9M3N01	15132	Numerical order
AC9M3N01	5138	Number lines
AC9M3N01	4171	Positive integers
AC9M3N01	4882	Place value
AC9M3N02	13416	Unit fractions
AC9M3N03	12412	Associativity
AC9M3N03	1626	Subtraction
AC9M3N03	4882	Place value
AC9M3N03	642	Addition
AC9M3N04	1625	Multiplication
AC9M3N04	1653	Arrays
AC9M3N04	641	Number operations
AC9M3N05	16917	Estimation
AC9M3N06	15116	Mathematical expressions
AC9M3N06	1625	Multiplication
AC9M3N06	1800	Finance
AC9M3N06	4228	Modelling (Mathematical)
AC9M3N06	642	Addition
AC9M3N07	16512	Algorithms
AC9M3N07	16518	Computational thinking
AC9M3N07	7774	Number patterns
AC9M3P01	11862	Variability
AC9M3P01	3430	Probability
AC9M3P01	4828	Data collection
AC9M3SP01	2275	Solids (Geometry)
AC9M3SP02	12445	Relative directions
AC9M3SP02	13315	Landmarks
AC9M3SP02	1877	Maps (Geographic location)
AC9M3ST01	11833	Discrete data
AC9M3ST01	11854	Categorical data
AC9M3ST01	4828	Data collection
AC9M3ST01	8948	Spreadsheets
AC9M3ST01	9612	Statistical frequency
AC9M3ST02	3868	Graphs (Data representation)
AC9M3ST02	4825	Data analysis
AC9M3ST03	11833	Discrete data
AC9M3ST03	11854	Categorical data
AC9M3ST03	16912	Statistical analysis
AC9M3ST03	3868	Graphs (Data representation)
AC9M3ST03	4825	Data analysis
AC9M4A01	12412	Associativity
AC9M4A01	15116	Mathematical expressions
AC9M4A01	1626	Subtraction
AC9M4A01	642	Addition
AC9M4A02	12414	Commutativity
AC9M4A02	12416	Distributivity
AC9M4A02	1622	Division
AC9M4A02	7991	Multiplication tables
AC9M4M01	1101	Units of measurement
AC9M4M01	715	Measuring instruments
AC9M4M02	1101	Units of measurement
AC9M4M02	1601	Area
AC9M4M02	7482	Perimeter
AC9M4M03	1335	Time
AC9M4M03	13422	12 hour time
AC9M4M04	1176	Degrees (Angles)
AC9M4M04	16917	Estimation
AC9M4M04	624	Angles
AC9M4N01	4880	Decimals
AC9M4N01	4882	Place value
AC9M4N02	13465	Parity (Integers)
AC9M4N03	15137	Related denominators
AC9M4N03	4880	Decimals
AC9M4N03	5834	Equivalent fractions
AC9M4N04	15120	Arithmetic sequences
AC9M4N04	2761	Denominators
AC9M4N04	5138	Number lines
AC9M4N04	7912	Mixed numbers
AC9M4N05	1622	Division
AC9M4N05	1625	Multiplication
AC9M4N05	2266	Decimal numeral system
AC9M4N05	4882	Place value
AC9M4N06	12412	Associativity
AC9M4N06	12414	Commutativity
AC9M4N06	12416	Distributivity
AC9M4N06	641	Number operations
AC9M4N07	16917	Estimation
AC9M4N07	5855	Rounding
AC9M4N08	1625	Multiplication
AC9M4N08	1800	Finance
AC9M4N08	4228	Modelling (Mathematical)
AC9M4N08	4279	Problem solving
AC9M4N09	1625	Multiplication
AC9M4N09	16518	Computational thinking
AC9M4N09	642	Addition
AC9M4N09	7774	Number patterns
AC9M4P01	15213	Likelihood
AC9M4P02	13445	Conditional probability
AC9M4P02	13880	Independence (Experiments)
AC9M4P02	3430	Probability
AC9M4P02	9631	Observations (Data)
AC9M4SP01	1523	Polyhedrons
AC9M4SP01	4234	Polygons
AC9M4SP01	7231	Irregular polygons
AC9M4SP02	11829	Location (Geometry)
AC9M4SP02	13315	Landmarks
AC9M4SP02	6705	Grid references
AC9M4SP03	2274	Shapes (Geometry)
AC9M4SP03	7535	Line symmetry
AC9M4SP03	8317	Patterns
AC9M4SP03	8740	Rotational symmetry
AC9M4ST01	11833	Discrete data
AC9M4ST01	11854	Categorical data
AC9M4ST01	2241	Column graphs
AC9M4ST01	6679	Picture graphs
AC9M4ST01	8948	Spreadsheets
AC9M4ST02	11833	Discrete data
AC9M4ST02	11854	Categorical data
AC9M4ST02	1656	Data representation
AC9M4ST03	16912	Statistical analysis
AC9M4ST03	4825	Data analysis
AC9M4ST03	4828	Data collection
AC9M4ST03	9186	Surveying (Data collection)
AC9M5A01	7213	Reciprocals
AC9M5A01	981	Factors
AC9M5A02	15116	Mathematical expressions
AC9M5A02	981	Factors
AC9M5M01	1101	Units of measurement
AC9M5M01	1604	Length
AC9M5M01	4961	Mass
AC9M5M01	6559	Volume (Dimensions)
AC9M5M02	1101	Units of measurement
AC9M5M02	1601	Area
AC9M5M02	4279	Problem solving
AC9M5M02	7482	Perimeter
AC9M5M03	13422	12 hour time
AC9M5M03	13423	24 hour time
AC9M5M03	4279	Problem solving
AC9M5M04	1176	Degrees (Angles)
AC9M5M04	624	Angles
AC9M5M04	7781	Protractors
AC9M5N01	15132	Numerical order
AC9M5N01	4880	Decimals
AC9M5N01	4882	Place value
AC9M5N01	5138	Number lines
AC9M5N010	16518	Computational thinking
AC9M5N010	7774	Number patterns
AC9M5N010	981	Factors
AC9M5N02	4171	Positive integers
AC9M5N02	981	Factors
AC9M5N03	15137	Related denominators
AC9M5N03	5138	Number lines
AC9M5N03	7912	Mixed numbers
AC9M5N03	981	Factors
AC9M5N04	1624	Simple fractions
AC9M5N04	4886	Percentages
AC9M5N05	1626	Subtraction
AC9M5N05	642	Addition
AC9M5N05	2761	Denominators
AC9M5N06	1625	Multiplication
AC9M5N06	12412	Associativity
AC9M5N06	12414	Commutativity
AC9M5N06	12416	Distributivity
AC9M5N06	13879	Written calculations
AC9M5N07	10792	Mental arithmetic
AC9M5N07	13879	Written calculations
AC9M5N07	1622	Division
AC9M5N07	5206	Remainders
AC9M5N07	7912	Mixed numbers
AC9M5N08	16917	Estimation
AC9M5N08	1800	Finance
AC9M5N08	5855	Rounding
AC9M5N09	1800	Finance
AC9M5N09	4171	Positive integers
AC9M5N09	4228	Modelling (Mathematical)
AC9M5N09	4279	Problem solving
AC9M5P01	11953	Sample space
AC9M5P01	15213	Likelihood
AC9M5P02	15148	Expected frequency
AC9M5P02	15213	Likelihood
AC9M5P02	3430	Probability
AC9M5P02	9631	Observations (Data)
AC9M5SP01	2275	Solids (Geometry)
AC9M5SP01	7608	Reasoning
AC9M5SP01	8100	Nets (Geometry)
AC9M5SP02	2322	Direction (Geometry)
AC9M5SP02	4438	Coordinates (Geometry)
AC9M5SP03	11963	Translation (Geometry)
AC9M5SP03	7535	Line symmetry
AC9M5SP03	8658	Reflection (Geometry)
AC9M5SP03	8738	Rotation
AC9M5SP03	8740	Rotational symmetry
AC9M5ST01	11833	Discrete data
AC9M5ST01	11854	Categorical data
AC9M5ST01	4825	Data analysis
AC9M5ST01	4828	Data collection
AC9M5ST01	7799	Mode
AC9M5ST02	4825	Data analysis
AC9M5ST02	6677	Line graphs
AC9M5ST03	15059	Research questions
AC9M5ST03	16912	Statistical analysis
AC9M5ST03	4825	Data analysis
AC9M5ST03	4828	Data collection
AC9M6A01	15116	Mathematical expressions
AC9M6A01	6103	Sequences (Number patterns)
AC9M6A01	8644	Rational numbers
AC9M6A02	12412	Associativity
AC9M6A02	12416	Distributivity
AC9M6A02	2773	Round brackets (Mathematical notation)
AC9M6A02	977	Equations
AC9M6A03	16518	Computational thinking
AC9M6A03	6103	Sequences (Number patterns)
AC9M6M01	15219	Conversion of units
AC9M6M01	2686	Kilograms
AC9M6M01	2796	Metres
AC9M6M01	3384	Cubic metres
AC9M6M02	1601	Area
AC9M6M02	8155	Rectangles
AC9M6M03	12481	Timelines
AC9M6M03	1335	Time
AC9M6M03	4838	Timetables
AC9M6M04	1187	Vertically opposite angles
AC9M6M04	1192	Straight angles
AC9M6M04	624	Angles
AC9M6N01	11886	Cartesian coordinates
AC9M6N01	5136	Integers
AC9M6N01	5138	Number lines
AC9M6N01	7786	Minus sign
AC9M6N02	4170	Composite numbers
AC9M6N02	6135	Perfect squares
AC9M6N02	8072	Prime numbers
AC9M6N03	6379	Halves
AC9M6N03	6383	Quarters
AC9M6N03	5138	Number lines
AC9M6N03	5834	Equivalent fractions
AC9M6N03	6384	Thirds
AC9M6N04	1626	Subtraction
AC9M6N04	642	Addition
AC9M6N04	16917	Estimation
AC9M6N04	4880	Decimals
AC9M6N04	5855	Rounding
AC9M6N05	1626	Subtraction
AC9M6N05	642	Addition
AC9M6N05	15137	Related denominators
AC9M6N05	5834	Equivalent fractions
AC9M6N06	1625	Multiplication
AC9M6N06	1622	Division
AC9M6N06	16917	Estimation
AC9M6N06	4880	Decimals
AC9M6N06	4882	Place value
AC9M6N07	1624	Simple fractions
AC9M6N07	1627	Calculators
AC9M6N07	4880	Decimals
AC9M6N07	4886	Percentages
AC9M6N07	5169	Discounts (Price)
AC9M6N08	16917	Estimation
AC9M6N08	1800	Finance
AC9M6N08	4886	Percentages
AC9M6N08	8644	Rational numbers
AC9M6N09	15116	Mathematical expressions
AC9M6N09	1627	Calculators
AC9M6N09	16712	Justification (Reasoning)
AC9M6N09	4228	Modelling (Mathematical)
AC9M6N09	749	Proportions
AC9M6P01	15148	Expected frequency
AC9M6P02	11953	Sample space
AC9M6P02	15148	Expected frequency
AC9M6P03	15148	Expected frequency
AC9M6P03	3430	Probability
AC9M6P03	9631	Observations (Data)
AC9M6SP01	4614	Cross sections (Planes)
AC9M6SP01	8550	Prisms
AC9M6SP02	11886	Cartesian coordinates
AC9M6SP02	3252	Cartesian planes
AC9M6SP03	11963	Translation (Geometry)
AC9M6SP03	6565	Tessellations
AC9M6SP03	8658	Reflection (Geometry)
AC9M6SP03	8738	Rotation
AC9M6ST01	11832	Distributions (Statistics)
AC9M6ST01	11864	Range (Statistics)
AC9M6ST01	1656	Data representation
AC9M6ST01	4828	Data collection
AC9M6ST01	7799	Mode
AC9M6ST02	1656	Data representation
AC9M6ST02	4586	Critical thinking
AC9M6ST02	4825	Data analysis
AC9M6ST03	15059	Research questions
AC9M6ST03	16912	Statistical analysis
AC9M6ST03	4586	Critical thinking
AC9M6ST03	4825	Data analysis
AC9M6ST03	4828	Data collection
AC9M7A01	13884	Substitution
AC9M7A01	15171	Variables (Mathematics)
AC9M7A01	977	Equations
AC9M7A02	15171	Variables (Mathematics)
AC9M7A02	7529	Algebraic terms
AC9M7A03	13884	Substitution
AC9M7A03	5824	Linear equations
AC9M7A04	3868	Graphs (Data representation)
AC9M7A05	11886	Cartesian coordinates
AC9M7A05	1654	Tables (Data)
AC9M7A05	6103	Sequences (Number patterns)
AC9M7A06	13884	Substitution
AC9M7A06	16518	Computational thinking
AC9M7A06	977	Equations
AC9M7M01	1601	Area
AC9M7M01	6824	Square metres
AC9M7M02	3384	Cubic metres
AC9M7M02	6559	Volume (Dimensions)
AC9M7M02	8551	Right prisms
AC9M7M03	3753	Diameter
AC9M7M03	3754	Radius
AC9M7M03	3758	Circumference
AC9M7M03	7229	pi
AC9M7M04	13460	Transversal lines
AC9M7M04	15118	Parallel line angles
AC9M7M05	1185	Interior angles
AC9M7M05	4234	Polygons
AC9M7M06	15116	Mathematical expressions
AC9M7M06	16712	Justification (Reasoning)
AC9M7M06	4228	Modelling (Mathematical)
AC9M7M06	4586	Critical thinking
AC9M7M06	6385	Ratios
AC9M7N01	6135	Perfect squares
AC9M7N01	8737	Square roots
AC9M7N02	5934	Indices
AC9M7N02	8072	Prime numbers
AC9M7N03	2266	Decimal numeral system
AC9M7N03	4882	Place value
AC9M7N03	5934	Indices
AC9M7N04	1624	Simple fractions
AC9M7N04	4880	Decimals
AC9M7N04	4886	Percentages
AC9M7N04	5834	Equivalent fractions
AC9M7N04	8644	Rational numbers
AC9M7N05	16917	Estimation
AC9M7N05	4880	Decimals
AC9M7N05	5855	Rounding
AC9M7N06	1624	Simple fractions
AC9M7N06	4880	Decimals
AC9M7N06	4886	Percentages
AC9M7N06	641	Number operations
AC9M7N07	1626	Subtraction
AC9M7N07	642	Addition
AC9M7N07	5135	Directed numbers
AC9M7N07	5136	Integers
AC9M7N08	1624	Simple fractions
AC9M7N08	6385	Ratios
AC9M7N09	15116	Mathematical expressions
AC9M7N09	1800	Finance
AC9M7N09	4228	Modelling (Mathematical)
AC9M7N09	4886	Percentages
AC9M7N09	8644	Rational numbers
AC9M7P01	11953	Sample space
AC9M7P01	15148	Expected frequency
AC9M7P01	15163	Relative frequency
AC9M7P02	15148	Expected frequency
AC9M7P02	3430	Probability
AC9M7P02	7608	Reasoning
AC9M7P02	9631	Observations (Data)
AC9M7SP01	16509	Orthographic projection
AC9M7SP01	5342	Isometric drawing
AC9M7SP01	8100	Nets (Geometry)
AC9M7SP02	2274	Shapes (Geometry)
AC9M7SP02	4234	Polygons
AC9M7SP02	624	Angles
AC9M7SP02	6564	Sides (Polygons)
AC9M7SP03	7792	Transformation (Geometry)
AC9M7SP04	16518	Computational thinking
AC9M7SP04	2274	Shapes (Geometry)
AC9M7ST01	11832	Distributions (Statistics)
AC9M7ST01	11864	Range (Statistics)
AC9M7ST01	16712	Justification (Reasoning)
AC9M7ST01	4828	Data collection
AC9M7ST01	4829	Central tendency
AC9M7ST02	11832	Distributions (Statistics)
AC9M7ST02	11864	Range (Statistics)
AC9M7ST02	13454	Outliers
AC9M7ST02	2106	Stem and leaf plots
AC9M7ST02	4829	Central tendency
AC9M7ST03	15059	Research questions
AC9M7ST03	16912	Statistical analysis
AC9M7ST03	4586	Critical thinking
AC9M7ST03	4825	Data analysis
AC9M7ST03	4828	Data collection
AC9M8A01	15116	Mathematical expressions
AC9M8A01	15327	Simplification (Algebra)
AC9M8A01	641	Number operations
AC9M8A02	11886	Cartesian coordinates
AC9M8A02	3252	Cartesian planes
AC9M8A02	5824	Linear equations
AC9M8A02	979	Inequations
AC9M8A03	15463	Generalisation
AC9M8A03	4228	Modelling (Mathematical)
AC9M8A03	4586	Critical thinking
AC9M8A03	5824	Linear equations
AC9M8A04	15463	Generalisation
AC9M8A04	16518	Computational thinking
AC9M8A04	5824	Linear equations
AC9M8A04	8317	Patterns
AC9M8A04	9619	Hypotheses
AC9M8M01	1601	Area
AC9M8M01	2796	Metres
AC9M8M01	6824	Square metres
AC9M8M01	7231	Irregular polygons
AC9M8M01	7482	Perimeter
AC9M8M01	9651	Dimensions
AC9M8M02	3384	Cubic metres
AC9M8M02	6559	Volume (Dimensions)
AC9M8M02	8551	Right prisms
AC9M8M03	15526	Sectors (Circles)
AC9M8M03	1601	Area
AC9M8M03	2796	Metres
AC9M8M03	3758	Circumference
AC9M8M03	6824	Square metres
AC9M8M04	13422	12 hour time
AC9M8M04	13423	24 hour time
AC9M8M04	4279	Problem solving
AC9M8M04	8998	Time zones
AC9M8M05	12484	Rates (Ratios)
AC9M8M05	3383	Metres per second
AC9M8M06	5191	Distance
AC9M8M06	8601	Pythagoras' theorem
AC9M8M07	12484	Rates (Ratios)
AC9M8M07	1800	Finance
AC9M8M07	4228	Modelling (Mathematical)
AC9M8M07	6385	Ratios
AC9M8M07	977	Equations
AC9M8N01	5418	Irrational numbers
AC9M8N01	7229	pi
AC9M8N01	8737	Square roots
AC9M8N02	11861	Positive indices
AC9M8N02	13434	Zero index
AC9M8N02	5934	Indices
AC9M8N03	12487	Repeating decimals
AC9M8N04	1627	Calculators
AC9M8N04	5136	Integers
AC9M8N04	641	Number operations
AC9M8N05	15116	Mathematical expressions
AC9M8N05	1627	Calculators
AC9M8N05	16712	Justification (Reasoning)
AC9M8N05	4228	Modelling (Mathematical)
AC9M8N05	749	Proportions
AC9M8P01	13456	Complementary events
AC9M8P01	15148	Expected frequency
AC9M8P02	15145	Two-way tables
AC9M8P02	15148	Expected frequency
AC9M8P02	4839	Tree diagrams
AC9M8P02	8816	Venn diagrams
AC9M8P03	3430	Probability
AC9M8P03	4228	Modelling (Mathematical)
AC9M8SP01	12419	Similarity (Geometry)
AC9M8SP01	4285	Congruence (Geometry)
AC9M8SP01	6385	Ratios
AC9M8SP02	4285	Congruence (Geometry)
AC9M8SP02	624	Angles
AC9M8SP02	7349	Quadrilaterals
AC9M8SP03	15402	Coordinates (Geographic location)
AC9M8SP03	9651	Dimensions
AC9M8SP04	12419	Similarity (Geometry)
AC9M8SP04	16518	Computational thinking
AC9M8SP04	4285	Congruence (Geometry)
AC9M8ST01	3379	Censuses
AC9M8ST01	4828	Data collection
AC9M8ST01	4831	Sampling (Statistics)
AC9M8ST01	9631	Observations (Data)
AC9M8ST02	4828	Data collection
AC9M8ST02	4831	Sampling (Statistics)
AC9M8ST03	11862	Variability
AC9M8ST03	16649	Sample size
AC9M8ST03	9631	Observations (Data)
AC9M8ST04	11862	Variability
AC9M8ST04	16912	Statistical analysis
AC9M8ST04	4831	Sampling (Statistics)
AC9M8ST04	7608	Reasoning
AC9M9A01	5934	Indices
AC9M9A01	7776	Pronumerals
AC9M9A02	12416	Distributivity
AC9M9A02	2432	Binocular vision
AC9M9A02	7529	Algebraic terms
AC9M9A03	11886	Cartesian coordinates
AC9M9A03	15173	Midpoints
AC9M9A03	6655	Gradients
AC9M9A04	11950	Quadratics
AC9M9A04	4291	Parabolas
AC9M9A05	16712	Justification (Reasoning)
AC9M9A05	1800	Finance
AC9M9A05	4228	Modelling (Mathematical)
AC9M9A05	4586	Critical thinking
AC9M9A05	977	Equations
AC9M9A06	13880	Independence (Experiments)
AC9M9A06	15171	Variables (Mathematics)
AC9M9A06	15463	Generalisation
AC9M9A06	16518	Computational thinking
AC9M9A06	7792	Transformation (Geometry)
AC9M9M01	1101	Units of measurement
AC9M9M01	1603	Surface area
AC9M9M01	4729	Cylinders
AC9M9M01	6559	Volume (Dimensions)
AC9M9M01	8551	Right prisms
AC9M9M02	12481	Timelines
AC9M9M02	13433	Scientific notation
AC9M9M02	3398	Time units
AC9M9M02	7779	Scale (Proportions)
